title,id,language,ontologyId,address,position,access,distance,categories,foodTypes,references,contacts,openingHours,province
កាហ្វេធម្មជាតិ,here:pds:place:116w6490-bff25e1b826aef5b1821c5a78fbcb029,km,here:cm:ontology:coffee,"{'label': 'កាហ្វេធម្មជាតិ, ផ្លូវជាតិ 3, 120505 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដង្កោរ', 'subdistrict': 'ក្រាំងពង្រ', 'street': 'ផ្លូវជាតិ 3', 'postalCode': '120505'}","{'lat': 11.44676, 'lng': 104.80515}","[{'lat': 11.44682, 'lng': 104.80503}]",58174,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232257181'}]",Not Available,Not Available,Phnom Penh
បង់ហ្សួរ,here:pds:place:116w6499-f732b3db5fd47562357b1aa425c270b4,km,here:cm:ontology:coffee,"{'label': 'បង់ហ្សួរ, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.53219, 'lng': 104.81632}","[{'lat': 11.53219, 'lng': 104.81632}]",58226,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232149698'}]",Not Available,Not Available,Phnom Penh
ទីក្រុង,here:pds:place:116w6499-7f33efc335ebc456b14ed47ef6165afc,km,here:cm:ontology:coffee,"{'label': 'ទីក្រុង, 120901 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'សំរោងក្រោម', 'postalCode': '120901'}","{'lat': 11.54183, 'lng': 104.81799}","[{'lat': 11.54183, 'lng': 104.81799}]",58376,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232151227'}]",[{'mobile': [{'value': '+85515776726'}]}],Not Available,Phnom Penh
Fresh Drink,here:pds:place:116d408k-1eab67869d0608525c86d362d34c502d,en,here:cm:ontology:coffee,"{'label': 'Fresh Drink, 120505 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដង្កោរ', 'subdistrict': 'ក្រាំងពង្រ', 'postalCode': '120505'}","{'lat': 11.43356, 'lng': 104.80537}","[{'lat': 11.4336, 'lng': 104.8055}]",58513,"[{'id': '600-6900-0000', 'name': 'Consumer Goods', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}]",,Not Available,[{'phone': [{'value': '+85578456356'}]}],Not Available,Phnom Penh
កាហ្វេធម្មជាតិ,here:pds:place:116w6499-c4804efb28fe489cad624e00d19e31f7,km,here:cm:ontology:coffee,"{'label': 'កាហ្វេធម្មជាតិ, ផ្លូវ 114, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'street': 'ផ្លូវ 114', 'postalCode': '120909'}","{'lat': 11.53769, 'lng': 104.81928}","[{'lat': 11.53772, 'lng': 104.81949}]",58528,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232257216'}]",Not Available,Not Available,Phnom Penh
No Anything,here:pds:place:116w6491-827dc72b0e3943658d1f311d4c76fedc,en,here:cm:ontology:coffee,"{'label': 'No Anything, ផ្លូវជាតិ 3, 120502 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដង្កោរ', 'subdistrict': 'ពងទឹក', 'street': 'ផ្លូវជាតិ 3', 'postalCode': '120502'}","{'lat': 11.45651, 'lng': 104.81045}","[{'lat': 11.45645, 'lng': 104.81057}]",58532,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,Not Available,[{'phone': [{'value': '+85569353647'}]}],Not Available,Phnom Penh
ប៉ាប់ ជី,here:pds:place:116w6499-6c98e46de273c835b980674ea625d962,km,here:cm:ontology:coffee,"{'label': 'ប៉ាប់ ជី, ផ្លូវ 114, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'street': 'ផ្លូវ 114', 'postalCode': '120909'}","{'lat': 11.53843, 'lng': 104.81962}","[{'lat': 11.5384, 'lng': 104.8194}]",58562,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232254772'}]",Not Available,Not Available,Phnom Penh
លក់កាហ្វេ,here:pds:place:116w6499-e3870f3e4b08505c2eb1e5c06c6751ba,km,here:cm:ontology:coffee,"{'label': 'លក់កាហ្វេ, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.54093, 'lng': 104.81977}","[{'lat': 11.54104, 'lng': 104.81969}]",58572,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232254893'}]",Not Available,Not Available,Phnom Penh
ស្រីពេជ្រ,here:pds:place:116w6499-42efeff24f54745f9ca46a58ae4b88eb,km,here:cm:ontology:coffee,"{'label': 'ស្រីពេជ្រ, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.53529, 'lng': 104.81992}","[{'lat': 11.53525, 'lng': 104.81978}]",58606,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232257779'}]",Not Available,Not Available,Phnom Penh
វីរៈបុត្រ,here:pds:place:116w6491-d700656ae0c8ced148c1433bb0f8a598,km,here:cm:ontology:coffee,"{'label': 'វីរៈបុត្រ, 120502 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដង្កោរ', 'subdistrict': 'ពងទឹក', 'postalCode': '120502'}","{'lat': 11.45975, 'lng': 104.81214}","[{'lat': 11.45988, 'lng': 104.81215}]",58648,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232260486'}]",Not Available,Not Available,Phnom Penh
ស្រីនាង,here:pds:place:116w6499-338f3f84beb429628dc63b897115d011,km,here:cm:ontology:coffee,"{'label': 'ស្រីនាង, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.54112, 'lng': 104.82049}","[{'lat': 11.54125, 'lng': 104.82049}]",58650,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232255653'}]",Not Available,Not Available,Phnom Penh
ពីសី,here:pds:place:116w6499-d0fd57d6916900d09c699b1bc69bfcf0,km,here:cm:ontology:coffee,"{'label': 'ពីសី, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.53343, 'lng': 104.82075}","[{'lat': 11.53338, 'lng': 104.82062}]",58703,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232248972'}]",Not Available,Not Available,Phnom Penh
លក់កាហ្វេ,here:pds:place:116w6499-ffaccb4e89c573e5ed4b1f8161d67b08,km,here:cm:ontology:coffee,"{'label': 'លក់កាហ្វេ, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.53282, 'lng': 104.82083}","[{'lat': 11.53295, 'lng': 104.82081}]",58715,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232259273'}]",Not Available,Not Available,Phnom Penh
Craft Cafe,here:pds:place:116w6499-b36a75e287394d94a970851de5e6059e,en,here:cm:ontology:coffee,"{'label': 'Craft Cafe, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.53363, 'lng': 104.821}","[{'lat': 11.53357, 'lng': 104.82105}]",58730,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,Not Available,Not Available,Not Available,Phnom Penh
ម៉េមប៊ឺ,here:pds:place:116w6499-5ce5aa543a87451e36d946b77ca46bec,km,here:cm:ontology:coffee,"{'label': 'ម៉េមប៊ឺ, ផ្លូវ ឃ្យូអ៊ែមអាយ, 120912 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'កាកាប', 'street': 'ផ្លូវ ឃ្យូអ៊ែមអាយ', 'postalCode': '120912'}","{'lat': 11.54794, 'lng': 104.82152}","[{'lat': 11.54781, 'lng': 104.82155}]",58750,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232263001'}]",Not Available,Not Available,Phnom Penh
ហ្វ្រេន កាហ្វេ,here:pds:place:116w6493-1a09ad9fca3ebb294361256130a6a306,km,here:cm:ontology:coffee,"{'label': 'ហ្វ្រេន កាហ្វេ, ផ្លូវជាតិ 3, 120906 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'កន្ថោក', 'street': 'ផ្លូវជាតិ 3', 'postalCode': '120906'}","{'lat': 11.51363, 'lng': 104.82014}","[{'lat': 11.51361, 'lng': 104.82028}]",58760,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232149075'}]",Not Available,Not Available,Phnom Penh
មេឌាកាហ្វេ,here:pds:place:116w6499-6a28f8c4ef15bef853671cff62b31697,km,here:cm:ontology:coffee,"{'label': 'មេឌាកាហ្វេ, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.53338, 'lng': 104.82147}","[{'lat': 11.53338, 'lng': 104.82147}]",58782,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232148370'}]",Not Available,Not Available,Phnom Penh
រ៉ូស្ទ័រ,here:pds:place:116w649k-9d457843888b4f83d27c6cc108241bd8,km,here:cm:ontology:coffee,"{'label': 'រ៉ូស្ទ័រ, ផ្លូវ 369, 121208 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ព្រែកថ្មី', 'street': 'ផ្លូវ 369', 'postalCode': '121208'}","{'lat': 11.47088, 'lng': 104.96221}","[{'lat': 11.47092, 'lng': 104.96226}]",13884,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232256069'}]",Not Available,Not Available,Phnom Penh
ធីខេ,here:pds:place:116w649k-3b7a50af87e1af975c95280a1b2aa715,km,here:cm:ontology:coffee,"{'label': 'ធីខេ, ផ្លូវ 369, 121208 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ព្រែកថ្មី', 'street': 'ផ្លូវ 369', 'postalCode': '121208'}","{'lat': 11.47193, 'lng': 104.96152}","[{'lat': 11.47196, 'lng': 104.96157}]",14018,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,Not Available,Not Available,Not Available,Phnom Penh
ធីខេ,here:pds:place:116w649k-cc694cb3632fbd6e66bb64ff1367701e,km,here:cm:ontology:coffee,"{'label': 'ធីខេ, ផ្លូវ 369, 121208 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ព្រែកថ្មី', 'street': 'ផ្លូវ 369', 'postalCode': '121208'}","{'lat': 11.47189, 'lng': 104.96145}","[{'lat': 11.47196, 'lng': 104.96157}]",14021,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232253310'}]",Not Available,Not Available,Phnom Penh
ដាលីស កាហ្វេ,here:pds:place:116w649k-04b969fc254a804654ad65193054038e,km,here:cm:ontology:coffee,"{'label': 'ដាលីស កាហ្វេ, 121208 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ព្រែកថ្មី', 'postalCode': '121208'}","{'lat': 11.47522, 'lng': 104.95945}","[{'lat': 11.47532, 'lng': 104.95936}]",14434,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232152546'}]",Not Available,Not Available,Phnom Penh
ឆាវ ឆាវ,here:pds:place:116w649m-8cd8cd3748c2ca2b28f699633f7dc995,km,here:cm:ontology:coffee,"{'label': 'ឆាវ ឆាវ, 121207 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ក្បាលកោះ', 'postalCode': '121207'}","{'lat': 11.50129, 'lng': 104.99317}","[{'lat': 11.5013, 'lng': 104.99309}]",14546,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232261697'}]","[{'mobile': [{'value': '+85512922314'}, {'value': '+85589222314'}]}]",Not Available,Phnom Penh
ខេម កាហ្វេ,here:pds:place:116w649t-d3a26d47a4b98b3aa127e922328e84bd,km,here:cm:ontology:coffee,"{'label': 'ខេម កាហ្វេ, 121207 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ក្បាលកោះ', 'postalCode': '121207'}","{'lat': 11.52018, 'lng': 105.0242}","[{'lat': 11.52027, 'lng': 105.0241}]",15361,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232250028'}]",Not Available,Not Available,Phnom Penh
កាហ្វេ ទួលគោក,here:pds:place:116w649t-11825c6ed4331e8c17c4abc6ec480514,km,here:cm:ontology:coffee,"{'label': 'កាហ្វេ ទួលគោក, 121207 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ក្បាលកោះ', 'postalCode': '121207'}","{'lat': 11.52042, 'lng': 105.02407}","[{'lat': 11.52034, 'lng': 105.02416}]",15390,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232253524'}]",Not Available,Not Available,Phnom Penh
ឌីអឹមឌី,here:pds:place:116w649t-fe9115190f7caf1d0c90184e96cbb360,km,here:cm:ontology:coffee,"{'label': 'ឌីអឹមឌី, 121207 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ក្បាលកោះ', 'postalCode': '121207'}","{'lat': 11.52677, 'lng': 105.0106}","[{'lat': 11.52685, 'lng': 105.01037}]",16451,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232253654'}]",[{'mobile': [{'value': '+85512419596'}]}],Not Available,Phnom Penh
កាហ្វេ រតនៈគីរី,here:pds:place:116w649t-8ccb68f3c6dd431224595dadef1a93e3,km,here:cm:ontology:coffee,"{'label': 'កាហ្វេ រតនៈគីរី, 121207 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ច្បារអំពៅ', 'subdistrict': 'ក្បាលកោះ', 'postalCode': '121207'}","{'lat': 11.5275, 'lng': 105.00832}","[{'lat': 11.52759, 'lng': 105.00818}]",16603,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232252400'}]",Not Available,Not Available,Phnom Penh
